year,month,day,hour,dewp_EWR,dewp_JFK,dewp_LGA,humid_EWR,humid_JFK,humid_LGA,wind_dir_EWR,wind_dir_JFK,wind_dir_LGA,wind_speed_EWR,wind_speed_JFK,wind_speed_LGA
2013,3,9,12,21.92,21.02,19.94,30.53,30.39,31.45,340,350,350,14.960139999999999,11.5078,13.809359999999998
2013,3,9,13,21.02,17.96,19.04,27.33,24.79,27.93,340,350,20,11.5078,14.960139999999999,13.809359999999998
2013,3,9,14,17.96,17.96,19.04,23.06,23.06,25.96,340,10,340,6.904679999999999,10.357019999999999,5.7539
2013,3,9,15,19.04,17.06,17.96,23.37,23.07,23.98,10,340,350,6.904679999999999,12.658579999999999,9.20624
2013,3,9,16,15.08,15.98,17.96,20.35,22.75,24.79,360,360,10,11.5078,14.960139999999999,6.904679999999999
2013,3,9,17,17.06,15.98,17.96,24.81,25.48,26.66,360,350,360,8.05546,6.904679999999999,8.05546
2013,3,9,18,15.98,15.98,17.06,26.52,26.52,26.7,10,360,340,5.7539,8.05546,4.60312
2013,3,9,19,17.96,19.94,17.06,32.2,37.79,28.75,10,20,20,6.904679999999999,3.4523399999999995,6.904679999999999
2013,3,9,20,15.98,32,17.96,27.43,75.69,31.12,80,130,20,3.4523399999999995,8.05546,5.7539
2013,3,9,21,17.96,32,19.04,33.55,78.96,35.14,20,0,130,3.4523399999999995,0,8.05546
2013,3,9,22,26.96,32,30.92,52.87,81.8,64.35,130,0,140,4.60312,0,5.7539
2013,3,9,23,32,30.92,32,73.08,84.69,73.08,0,90,150,0,3.4523399999999995,6.904679999999999
2013,3,10,0,32,30.92,32,75.69,84.69,75.69,0,70,130,0,4.60312,5.7539
2013,3,10,1,33.08,32,32,79.05,88.47,78.96,100,360,100,4.60312,3.4523399999999995,3.4523399999999995
2013,3,10,3,32,28.94,32,81.8,92.26,85.37,0,60,60,0,5.7539,3.4523399999999995
2013,3,10,4,33.08,30.02,32,89.16,88.37,85.37,0,10,60,0,4.60312,4.60312
2013,3,10,5,32,30.02,32,88.47,88.37,88.47,70,20,40,3.4523399999999995,3.4523399999999995,4.60312
2013,3,10,6,30.92,28.94,30.92,91.66,84.56,84.69,0,20,70,0,3.4523399999999995,4.60312
2013,3,10,7,30.92,30.02,30.92,88.42,88.37,84.69,0,10,60,0,3.4523399999999995,4.60312
2013,3,10,8,32,32,30.92,78.96,81.8,78.31,50,50,60,4.60312,8.05546,5.7539
2013,3,10,9,32,32,30.92,70.08,73.08,75.58,60,90,60,8.05546,8.05546,6.904679999999999
2013,3,10,10,32,32,32,67.22,67.22,70.08,100,130,40,4.60312,9.20624,5.7539
2013,3,10,11,33.08,33.08,32,62.87,67.81,67.22,NA,140,50,4.60312,9.20624,8.05546
2013,3,10,12,33.98,32,32,70.3,67.22,64.93,180,120,50,6.904679999999999,9.20624,9.20624
2013,3,10,13,33.98,33.08,33.08,67.45,70.2,65.07,160,160,50,6.904679999999999,11.5078,5.7539
2013,3,10,14,33.98,32,33.08,65.18,70.08,60.35,160,130,NA,5.7539,6.904679999999999,5.7539
2013,3,10,15,33.98,32,33.08,67.45,70.08,65.07,120,160,180,9.20624,10.357019999999999,10.357019999999999
2013,3,10,16,33.08,32,32,70.2,70.08,62.3,140,120,160,10.357019999999999,10.357019999999999,8.05546
2013,3,10,17,33.08,30.92,32,73.19,72.46,64.93,140,130,140,8.05546,10.357019999999999,9.20624
2013,3,10,18,33.08,32,30.92,79.05,78.96,67.09,160,140,160,9.20624,10.357019999999999,8.05546
2013,3,10,19,33.08,32,32,79.05,80.65,73.08,140,140,160,6.904679999999999,8.05546,6.904679999999999
2013,3,10,20,33.98,32,32,81.95,78.96,75.69,160,140,140,5.7539,5.7539,8.05546
2013,3,10,21,33.98,33.08,33.08,81.95,82.46,79.05,NA,140,160,5.7539,6.904679999999999,8.05546
2013,3,10,22,35.06,33.98,33.08,85.55,81.95,79.05,170,140,180,3.4523399999999995,8.05546,9.20624
2013,3,10,23,35.06,33.98,33.08,85.55,81.95,76.32,0,170,160,0,8.05546,8.05546
2013,3,11,0,35.06,33.98,33.98,85.55,81.95,79.12,0,150,180,0,4.60312,8.05546
2013,3,11,1,35.96,35.6,33.98,85.61,86.79,80.79,150,140,180,4.60312,6.904679999999999,5.7539
2013,3,11,2,35.96,35.96,35.06,85.61,88.66,82.6,150,140,180,3.4523399999999995,3.4523399999999995,8.05546
2013,3,11,3,37.04,37.04,35.6,89.34,89.34,80.93,0,150,170,0,3.4523399999999995,6.904679999999999
2013,3,11,4,37.04,37.04,35.96,85.67,89.34,82.09,0,130,170,0,3.4523399999999995,5.7539
2013,3,11,5,37.94,37.4,37.04,85.13,86.89,82.17,0,130,170,0,5.7539,3.4523399999999995
2013,3,11,6,39.2,37.4,37.04,88.81,86.89,82.17,160,130,0,5.7539,5.7539,0
2013,3,11,7,39.02,37.04,37.4,88.81,89.34,81.07,140,110,180,5.7539,10.357019999999999,6.904679999999999
2013,3,11,8,39.92,39.02,37.94,88.85,88.81,81.07,160,130,180,6.904679999999999,5.7539,5.7539
2013,3,11,9,39.92,39.02,39.02,86.99,82.31,79.54,150,150,180,6.904679999999999,6.904679999999999,6.904679999999999
2013,3,11,10,41,39.92,39.92,79.7,79.07,76.43,160,150,170,5.7539,8.05546,6.904679999999999
2013,3,11,11,42.8,42.08,41,87.19,77.14,73.99,NA,150,170,8.05546,9.20624,11.5078
2013,3,11,12,42.8,42.08,41,71.26,74.1,71.07,160,170,170,6.904679999999999,11.5078,12.658579999999999
2013,3,11,13,42.98,42.08,41,71.28,71.19,66.04,130,150,170,5.7539,10.357019999999999,13.809359999999998
2013,3,11,14,42.98,42.98,42.8,68.5,73.69,71.26,110,150,180,6.904679999999999,12.658579999999999,14.960139999999999
2013,3,11,15,44.06,42.98,42.98,76.8,76.71,71.28,150,140,180,10.357019999999999,13.809359999999998,16.11092
2013,3,11,16,44.06,42.98,42.98,83.23,79.86,71.28,140,140,160,10.357019999999999,12.658579999999999,17.261699999999998
2013,3,11,17,42.98,42.08,42.98,82.59,79.79,73.69,140,130,140,10.357019999999999,14.960139999999999,10.357019999999999
2013,3,11,18,44.06,42.8,44.06,89.65,87.19,79.94,130,140,150,10.357019999999999,12.658579999999999,12.658579999999999
2013,3,11,19,44.6,42.98,44.6,93.4,88.99,81.61,150,140,170,8.05546,14.960139999999999,11.5078
2013,3,11,20,44.96,42.98,44.6,89.08,88.99,81.61,150,150,180,3.4523399999999995,12.658579999999999,14.960139999999999
2013,3,11,21,46.04,44.96,44.06,89.73,92.78,86.08,170,160,170,6.904679999999999,13.809359999999998,18.41248
2013,3,11,22,46.4,44.06,44.96,93.45,89.65,87.28,160,160,180,8.05546,14.960139999999999,17.261699999999998
2013,3,11,23,46.4,44.6,44.96,93.45,93.4,89.08,170,180,180,6.904679999999999,10.357019999999999,14.960139999999999
2013,3,12,0,46.94,44.96,44.96,92.84,92.78,89.08,140,170,170,4.60312,13.809359999999998,13.809359999999998
2013,3,12,1,46.94,44.06,44.96,85.67,89.65,86.13,160,150,160,9.20624,13.809359999999998,18.41248
2013,3,12,2,46.94,46.04,44.96,85.67,89.73,82.73,150,160,180,5.7539,19.56326,14.960139999999999
2013,3,12,3,46.04,44.96,44.96,82.81,89.08,86.13,140,160,180,3.4523399999999995,14.960139999999999,12.658579999999999
2013,3,12,4,46.04,44.06,44.06,80.1,89.65,83.23,140,170,170,3.4523399999999995,10.357019999999999,14.960139999999999
2013,3,12,5,48.02,42.98,44.06,89.22,88.99,86.08,0,140,170,0,9.20624,9.20624
2013,3,12,6,48.92,44.96,44.96,85.78,89.08,86.13,170,160,180,9.20624,17.261699999999998,11.5078
2013,3,12,7,48.92,44.96,44.96,92.28,86.13,86.13,150,160,180,4.60312,17.261699999999998,11.5078
2013,3,12,8,48.92,44.96,44.96,85.78,92.78,82.73,170,170,180,12.658579999999999,19.56326,13.809359999999998
2013,3,12,9,50,46.94,44.96,89.31,89.17,86.13,170,160,180,10.357019999999999,20.714039999999997,11.5078
2013,3,12,10,51.08,46.94,46.94,92.96,89.17,89.17,170,160,170,9.20624,18.41248,14.960139999999999
2013,3,12,11,51.8,46.94,46.94,93.6,89.17,89.17,160,150,180,11.5078,19.56326,17.261699999999998
2013,3,12,12,50,48.02,48.92,93.55,92.87,85.78,150,150,170,12.658579999999999,25.317159999999998,20.714039999999997
2013,3,12,13,51.98,48.2,50,96.1,93.5,89.31,160,160,160,17.261699999999998,23.0156,25.317159999999998
2013,3,12,14,51.98,46.94,50,96.1,92.84,89.31,150,150,160,12.658579999999999,24.166379999999997,28.769499999999997
2013,3,12,15,53.6,48.92,51.8,100,96.05,93.6,160,150,170,12.658579999999999,24.166379999999997,28.769499999999997
2013,3,12,16,53.96,48.92,50,93.05,100,89.31,170,200,170,10.357019999999999,24.166379999999997,21.864819999999998
2013,3,12,17,57.2,48.2,50,100,96.69,93.55,230,190,190,10.357019999999999,25.317159999999998,19.56326
2013,3,12,18,55.4,46.94,51.98,93.69,96.02,93.6,270,190,210,13.809359999999998,21.864819999999998,9.20624
2013,3,12,19,44.96,48.92,46.4,71.49,96.05,76.5,310,290,310,13.809359999999998,12.658579999999999,19.56326
2013,3,12,20,44.6,44.96,42.8,71.45,76.88,71.26,320,300,320,16.11092,14.960139999999999,19.56326
2013,3,12,21,39.02,39.92,37.04,70.86,73.39,68.28,320,320,310,18.41248,20.714039999999997,16.11092
2013,3,12,22,37.04,35.96,35.96,68.28,67.69,70.52,320,310,310,14.960139999999999,23.0156,17.261699999999998
2013,3,12,23,35.06,35.06,35.06,68.05,68.05,70.42,310,320,310,11.5078,13.809359999999998,11.5078
2013,3,13,0,35.06,33.98,33.98,73.39,70.3,67.45,310,320,320,9.20624,12.658579999999999,11.5078
2013,3,13,1,33.98,33.98,33.98,72.78,72.78,70.3,300,320,320,8.05546,9.20624,11.5078
2013,3,13,2,33.98,33.08,33.08,75.88,73.19,70.2,300,320,330,6.904679999999999,10.357019999999999,10.357019999999999
2013,3,13,3,33.08,32,32,73.19,75.69,67.22,320,320,320,6.904679999999999,4.60312,12.658579999999999
2013,3,13,4,33.08,30.92,32,76.32,72.46,70.08,310,310,310,5.7539,8.05546,11.5078
2013,3,13,5,30.92,30.92,32,67.09,72.46,70.08,320,310,310,5.7539,10.357019999999999,9.20624
2013,3,13,6,30.92,30.02,28.94,67.09,69.86,61.89,330,300,310,5.7539,8.05546,12.658579999999999
2013,3,13,7,30.92,30.02,28.04,67.09,64.68,59.65,310,290,300,5.7539,9.20624,9.20624
2013,3,13,8,33.08,30.02,28.94,67.81,59.93,59.36,280,280,300,8.05546,10.357019999999999,11.5078
2013,3,13,9,32,28.04,26.96,62.3,53.03,52.87,290,300,280,9.20624,13.809359999999998,12.658579999999999
2013,3,13,10,28.94,26.96,26.06,49.33,45.48,50.94,300,310,310,8.05546,10.357019999999999,10.357019999999999
2013,3,13,11,28.04,28.94,26.06,45.65,47.36,45.33,300,260,330,8.05546,12.658579999999999,11.5078
2013,3,13,12,26.06,26.06,24.08,39.07,40.68,38.74,250,300,260,11.5078,10.357019999999999,16.11092
2013,3,13,13,24.08,26.96,23,37.46,40.55,37.03,280,230,290,11.5078,10.357019999999999,14.960139999999999
2013,3,13,14,19.94,23,21.02,29.02,31.96,30.39,270,260,260,16.11092,12.658579999999999,14.960139999999999
2013,3,13,15,21.92,19.94,19.94,34.21,30.21,29.02,290,270,290,16.11092,16.11092,6.904679999999999
2013,3,13,16,21.02,19.94,19.04,31.63,31.45,29.07,260,270,270,16.11092,18.41248,14.960139999999999
2013,3,13,17,24.08,19.94,19.04,40.35,31.45,31.3,270,270,270,13.809359999999998,17.261699999999998,16.11092
2013,3,13,18,26.06,28.04,21.92,47.23,53.03,36.85,270,230,290,19.56326,19.56326,19.56326
2013,3,13,19,26.06,30.02,23,48.87,59.93,41.56,270,270,260,9.20624,14.960139999999999,13.809359999999998
2013,3,13,20,26.06,24.08,24.08,52.73,45.01,45.01,240,280,290,11.5078,11.5078,10.357019999999999
2013,3,13,21,28.04,26.96,26.06,59.65,57.06,50.94,250,250,260,9.20624,13.809359999999998,11.5078
2013,3,13,22,24.08,28.04,24.08,52.79,59.65,46.91,270,270,280,16.11092,13.809359999999998,11.5078
2013,3,13,23,24.08,21.92,23,57.04,48.21,48.39,280,270,280,16.11092,17.261699999999998,13.809359999999998
2013,3,14,0,23,23,26.06,56.48,54.51,59.37,270,280,310,17.261699999999998,13.809359999999998,17.261699999999998
2013,3,14,1,19.94,23,24.98,51.78,54.51,59.22,270,270,310,13.809359999999998,18.41248,20.714039999999997
2013,3,14,2,17.96,21.92,21.02,49.3,53.97,54.21,280,290,310,13.809359999999998,17.261699999999998,17.261699999999998
2013,3,14,3,17.06,15.98,15.08,49.51,43.67,41.99,280,300,310,18.41248,18.41248,24.166379999999997
2013,3,14,4,10.94,12.02,14,40.99,39.72,43.33,300,310,310,18.41248,20.714039999999997,19.56326
2013,3,14,5,10.04,8.96,10.94,41.13,37.52,40.99,290,300,300,12.658579999999999,24.166379999999997,16.11092
2013,3,14,6,12.02,8.96,10.04,44.92,39.19,39.38,270,310,290,17.261699999999998,17.261699999999998,16.11092
2013,3,14,7,14,10.04,12.92,46.92,39.38,42.84,300,300,310,18.41248,24.166379999999997,26.46794
2013,3,14,8,10.04,8.96,12.92,42.66,39.19,46.74,290,300,310,26.46794,26.46794,24.166379999999997
2013,3,14,9,8.06,5,10.04,37.63,31.35,42.66,300,300,320,21.864819999999998,29.920279999999998,29.920279999999998
2013,3,14,10,10.04,6.98,10.94,39.38,32.85,42.82,310,310,300,21.864819999999998,27.618719999999996,28.769499999999997
2013,3,14,11,12.02,8.96,12.02,38.04,35.92,43,290,300,320,23.0156,19.56326,21.864819999999998
2013,3,14,12,12.02,10.94,12.92,36.71,34.99,42.84,300,300,290,23.0156,27.618719999999996,19.56326
2013,3,14,13,12.02,10.94,14,33.95,34.99,43.33,300,290,310,24.166379999999997,25.317159999999998,26.46794
2013,3,14,14,10.94,12.02,12.92,27.55,31.42,38.2,290,300,310,19.56326,23.0156,25.317159999999998
2013,3,14,15,8.06,8.96,10.94,23.39,27.42,31.02,280,300,300,16.11092,20.714039999999997,21.864819999999998
2013,3,14,16,6.08,5,12.02,21.38,21.07,30.13,300,300,310,25.317159999999998,18.41248,20.714039999999997
2013,3,14,17,5,3.02,6.08,21.07,20.06,23.08,300,290,300,18.41248,26.46794,20.714039999999997
2013,3,14,18,3.92,3.02,6.98,21.8,20.92,25.07,290,290,310,25.317159999999998,25.317159999999998,20.714039999999997
2013,3,14,19,5,1.94,3.92,24.75,20.6,22.58,300,300,290,18.41248,25.317159999999998,24.166379999999997
2013,3,14,20,1.94,1.94,8.06,22.27,22.27,29.47,300,310,300,20.714039999999997,28.769499999999997,25.317159999999998
2013,3,14,21,3.92,1.04,6.98,25.47,22.29,28.07,300,310,300,19.56326,26.46794,20.714039999999997
2013,3,14,22,5,3.02,6.98,27.74,25.32,30.35,310,310,330,17.261699999999998,20.714039999999997,14.960139999999999
2013,3,14,23,6.98,3.92,8.96,31.69,27.55,33.19,310,310,310,17.261699999999998,13.809359999999998,18.41248
2013,3,15,0,8.96,6.08,12.02,35.92,31.53,39.72,310,310,330,21.864819999999998,13.809359999999998,19.56326
2013,3,15,1,10.04,8.06,10.04,39.38,36.03,37.7,300,310,330,17.261699999999998,12.658579999999999,19.56326
2013,3,15,2,10.94,8.06,12.02,40.99,37.63,41.17,290,320,320,11.5078,10.357019999999999,12.658579999999999
2013,3,15,3,12.02,10.04,12.02,44.92,41.13,43,300,310,320,18.41248,12.658579999999999,18.41248
2013,3,15,4,12.02,10.04,12.92,44.92,41.13,44.74,290,310,300,12.658579999999999,11.5078,21.864819999999998
2013,3,15,5,12.92,10.04,14,46.74,41.13,46.92,280,320,300,16.11092,17.261699999999998,14.960139999999999
2013,3,15,6,12.02,10.94,14,46.59,42.82,46.92,280,280,310,12.658579999999999,10.357019999999999,13.809359999999998
2013,3,15,7,14,12.02,12.92,50.84,44.92,46.74,270,300,290,13.809359999999998,12.658579999999999,11.5078
2013,3,15,8,14,10.94,10.94,44.92,39.25,40.99,270,280,280,11.5078,12.658579999999999,11.5078
2013,3,15,9,14,12.02,10.04,43.33,39.72,36.37,250,260,270,13.809359999999998,13.809359999999998,11.5078
2013,3,15,10,14,12.92,10.94,40.05,38.2,36.26,240,250,260,12.658579999999999,12.658579999999999,6.904679999999999
2013,3,15,11,15.98,15.08,12.92,37.38,37.23,33.87,220,230,230,12.658579999999999,16.11092,12.658579999999999
2013,3,15,12,17.96,15.98,15.08,37.46,37.38,35.95,250,230,220,17.261699999999998,16.11092,14.960139999999999
2013,3,15,13,19.04,19.94,17.06,39.23,42.51,37.57,250,230,250,18.41248,21.864819999999998,13.809359999999998
2013,3,15,14,21.02,19.94,19.04,39.57,39.38,39.23,250,260,230,20.714039999999997,18.41248,13.809359999999998
2013,3,15,15,21.92,23,21.02,39.72,44.83,39.57,250,240,240,20.714039999999997,19.56326,14.960139999999999
2013,3,15,16,23,24.08,21.02,38.56,45.01,38.23,250,240,250,20.714039999999997,17.261699999999998,18.41248
2013,3,15,17,23,24.98,21.92,38.56,45.15,38.12,240,240,250,16.11092,14.960139999999999,11.5078
2013,3,15,18,24.08,24.98,23,38.74,43.34,38.56,240,250,270,10.357019999999999,12.658579999999999,11.5078
2013,3,15,19,24.98,26.06,24.08,40.22,45.33,40.35,280,250,300,6.904679999999999,10.357019999999999,8.05546
2013,3,15,20,24.98,24.08,28.04,41.89,40.35,47.54,300,310,290,9.20624,10.357019999999999,14.960139999999999
2013,3,15,21,28.94,28.04,28.04,49.33,47.54,49.19,300,300,340,10.357019999999999,14.960139999999999,12.658579999999999
2013,3,15,22,28.94,26.96,28.04,51.03,50.73,55.27,310,360,330,12.658579999999999,14.960139999999999,11.5078
2013,3,15,23,28.94,26.96,28.04,57.35,52.87,57.22,330,330,310,10.357019999999999,13.809359999999998,13.809359999999998
2013,3,16,0,26.96,26.06,26.96,54.73,54.97,54.73,310,320,310,13.809359999999998,16.11092,14.960139999999999
2013,3,16,1,24.98,21.92,24.08,54.81,48.21,50.63,320,310,320,14.960139999999999,18.41248,12.658579999999999
2013,3,16,2,23,19.94,23,52.26,45.91,50.46,290,310,310,6.904679999999999,16.11092,11.5078
2013,3,16,3,21.02,19.04,21.92,50.14,46.09,49.93,320,310,310,13.809359999999998,10.357019999999999,10.357019999999999
2013,3,16,4,21.02,19.94,21.02,51.95,49.62,50.14,300,320,330,6.904679999999999,10.357019999999999,11.5078
2013,3,16,5,21.92,19.04,19.94,58.37,49.83,49.62,10,350,330,9.20624,11.5078,10.357019999999999
2013,3,16,6,19.04,17.06,19.04,49.83,45.76,47.75,340,340,320,9.20624,9.20624,9.20624
2013,3,16,7,19.04,19.04,19.04,47.75,51.64,49.83,340,350,360,10.357019999999999,4.60312,9.20624
2013,3,16,8,19.04,17.06,17.06,47.75,43.85,43.85,340,10,340,9.20624,9.20624,4.60312
2013,3,16,9,19.94,17.96,21.02,49.62,44,54.21,10,30,60,11.5078,11.5078,12.658579999999999
2013,3,16,10,19.04,19.04,21.02,47.75,46.09,54.21,20,40,60,5.7539,8.05546,10.357019999999999
2013,3,16,11,19.04,19.94,21.02,47.75,49.62,54.21,NA,0,50,3.4523399999999995,0,5.7539
2013,3,16,12,21.92,23,21.92,53.97,56.48,56.32,NA,180,20,4.60312,5.7539,3.4523399999999995
2013,3,16,13,26.96,26.06,26.06,69.51,66.97,69.4,NA,180,0,4.60312,5.7539,0
2013,3,16,14,30.02,28.04,28.94,85.24,81.5,84.56,NA,190,350,3.4523399999999995,6.904679999999999,4.60312
2013,3,16,15,32,30.2,30.2,93.03,88.37,88.37,70,190,60,4.60312,3.4523399999999995,6.904679999999999
2013,3,16,16,30.92,28.94,30.02,88.42,81.57,88.37,50,130,60,5.7539,5.7539,8.05546
2013,3,16,17,30.92,28.94,30.2,88.42,81.57,88.37,40,110,60,5.7539,4.60312,8.05546
2013,3,16,18,30.92,28.94,28.94,88.42,84.56,84.56,20,120,50,8.05546,3.4523399999999995,8.05546
2013,3,16,19,30.02,30.02,30.2,85.24,85.24,88.37,10,0,70,8.05546,0,8.05546
2013,3,16,20,30.92,30.2,30.2,88.42,86.49,86.49,30,10,50,9.20624,5.7539,6.904679999999999
2013,3,16,21,30.02,30.02,28.4,85.24,85.24,80.36,20,20,360,6.904679999999999,5.7539,5.7539
2013,3,16,22,28.94,28.94,28.04,81.57,81.57,75.31,350,340,320,5.7539,5.7539,8.05546
2013,3,16,23,28.94,28.94,26.96,78.13,81.57,72.03,340,350,320,5.7539,5.7539,9.20624
2013,3,17,0,28.94,28.04,26.96,81.57,78.62,72.03,310,330,320,6.904679999999999,6.904679999999999,8.05546
2013,3,17,1,26.96,26.96,26.96,75.2,77.96,72.03,320,330,320,5.7539,8.05546,9.20624
2013,3,17,2,26.06,26.06,26.96,75.11,81.95,75.2,330,350,330,5.7539,5.7539,10.357019999999999
2013,3,17,3,24.08,26.06,24.98,72.24,81.95,71.82,340,350,330,10.357019999999999,6.904679999999999,11.5078
2013,3,17,4,21.92,23,23,68.92,72.12,66.11,340,340,320,8.05546,12.658579999999999,12.658579999999999
2013,3,17,5,21.02,21.02,21.02,66.34,66.34,63.51,310,320,330,13.809359999999998,14.960139999999999,14.960139999999999
2013,3,17,6,15.98,19.94,19.94,55.42,65.72,63.36,340,340,320,14.960139999999999,11.5078,14.960139999999999
2013,3,17,7,15.08,17.96,17.06,53.29,58.21,58.08,330,320,330,14.960139999999999,14.960139999999999,16.11092
2013,3,17,8,15.98,17.06,15.08,53.44,53.6,51.38,310,320,340,9.20624,14.960139999999999,10.357019999999999
2013,3,17,9,15.98,15.98,15.98,47.25,47.25,51.15,330,330,320,14.960139999999999,14.960139999999999,17.261699999999998
2013,3,17,10,15.08,15.08,14,45.43,43.52,44.92,330,330,330,17.261699999999998,17.261699999999998,14.960139999999999
2013,3,17,11,15.08,12.92,14,43.52,39.58,43.33,350,310,320,18.41248,16.11092,12.658579999999999
2013,3,17,12,14,12.92,15.08,40.05,38.2,45.43,340,320,320,18.41248,14.960139999999999,11.5078
2013,3,17,13,15.08,12.92,15.98,40.24,38.2,45.26,310,320,310,17.261699999999998,16.11092,17.261699999999998
2013,3,17,14,14,12.92,15.08,38.38,36.6,41.99,320,330,320,17.261699999999998,17.261699999999998,16.11092
2013,3,17,15,14,12.92,15.08,37.05,36.6,40.24,310,310,310,11.5078,13.809359999999998,14.960139999999999
2013,3,17,16,12.92,12.02,12.92,35.33,33.95,35.33,330,300,350,12.658579999999999,10.357019999999999,10.357019999999999
2013,3,17,17,12.02,10.04,12.92,33.95,31.09,36.6,320,320,320,14.960139999999999,13.809359999999998,14.960139999999999
2013,3,17,18,12.02,10.04,14,35.17,32.21,38.38,320,310,300,10.357019999999999,14.960139999999999,11.5078
2013,3,17,19,12.02,10.04,14,36.71,33.61,38.38,300,310,310,9.20624,12.658579999999999,11.5078
2013,3,17,20,12.92,10.94,14,38.2,34.99,38.38,310,310,310,6.904679999999999,9.20624,11.5078
2013,3,17,21,12.02,8.96,12.02,36.71,32.03,35.17,310,340,340,9.20624,9.20624,8.05546
2013,3,17,22,12.02,8.96,12.02,38.04,34.65,36.71,340,360,10,9.20624,8.05546,5.7539
2013,3,17,23,8.96,8.96,8.96,34.65,35.92,33.19,360,30,30,12.658579999999999,9.20624,8.05546
2013,3,18,0,10.04,6.98,10.04,39.38,34.31,37.7,10,20,30,9.20624,10.357019999999999,9.20624
2013,3,18,1,12.02,8.96,8.06,48.69,40.65,36.03,20,30,40,9.20624,9.20624,10.357019999999999
2013,3,18,2,12.02,6.08,8.96,50.52,35.68,39.19,20,30,30,9.20624,9.20624,11.5078
2013,3,18,3,10.94,6.08,6.98,52.25,38.69,37.17,20,20,40,8.05546,6.904679999999999,6.904679999999999
2013,3,18,4,10.04,8.06,6.98,50.2,44.25,38.85,20,30,50,9.20624,8.05546,6.904679999999999
2013,3,18,5,8.96,8.96,8.06,47.82,46.08,40.79,20,20,30,8.05546,10.357019999999999,9.20624
2013,3,18,6,10.04,10.04,12.92,48.36,48.36,48.48,20,40,40,10.357019999999999,10.357019999999999,12.658579999999999
2013,3,18,7,12.02,12.02,12.92,48.69,48.69,46.74,30,60,60,6.904679999999999,12.658579999999999,12.658579999999999
2013,3,18,8,12.92,10.04,12.92,44.74,41.13,46.74,70,60,50,9.20624,13.809359999999998,11.5078
2013,3,18,9,14,12.02,12.02,44.92,41.17,43,60,70,60,5.7539,12.658579999999999,11.5078
2013,3,18,10,15.08,15.98,15.08,45.43,45.26,45.43,70,90,50,9.20624,13.809359999999998,10.357019999999999
2013,3,18,11,19.94,17.06,17.06,53.66,49.51,51.33,90,80,60,12.658579999999999,14.960139999999999,11.5078
2013,3,18,12,21.02,19.04,17.96,56.18,51.64,51.47,110,90,50,10.357019999999999,14.960139999999999,16.11092
2013,3,18,13,21.02,19.94,19.94,56.18,53.66,56.02,80,80,50,11.5078,18.41248,18.41248
2013,3,18,14,21.92,19.94,17.96,58.37,56.02,51.47,100,80,60,11.5078,16.11092,16.11092
2013,3,18,15,23,21.92,19.94,58.94,60.93,56.02,90,70,50,10.357019999999999,18.41248,16.11092
2013,3,18,16,26.96,24.08,23,77.96,69.17,61.08,60,80,70,9.20624,20.714039999999997,12.658579999999999
2013,3,18,17,28.94,28.04,26.96,88.32,81.5,81.42,70,80,100,12.658579999999999,16.11092,11.5078
2013,3,18,18,30.92,28.4,28.94,95.73,86.39,86.39,80,90,90,13.809359999999998,20.714039999999997,17.261699999999998
2013,3,18,19,30.92,30.02,28.94,95.73,88.37,88.32,70,90,80,11.5078,20.714039999999997,14.960139999999999
2013,3,18,20,30.92,30.92,28.94,91.66,92.97,88.32,60,80,70,13.809359999999998,17.261699999999998,13.809359999999998
2013,3,18,21,32,30.92,28.94,95.75,88.42,88.32,60,80,60,8.05546,18.41248,12.658579999999999
2013,3,18,22,32,32,30.2,95.75,92.36,92.97,50,70,60,10.357019999999999,14.960139999999999,12.658579999999999
2013,3,18,23,33.08,32,30.92,96.46,88.47,88.42,50,70,60,9.20624,16.11092,13.809359999999998
2013,3,19,0,33.8,33.08,30.92,93.08,92.4,88.42,60,60,60,13.809359999999998,18.41248,13.809359999999998
2013,3,19,1,33.08,32,30.92,92.4,88.47,88.42,50,70,70,13.809359999999998,17.261699999999998,16.11092
2013,3,19,2,33.08,33.08,32,92.4,92.4,88.47,30,60,60,11.5078,21.864819999999998,17.261699999999998
2013,3,19,3,33.08,33.08,32,92.4,89.16,88.47,30,50,60,11.5078,18.41248,14.960139999999999
2013,3,19,4,33.98,33.8,33.08,95.79,93.08,89.16,30,60,70,11.5078,18.41248,17.261699999999998
2013,3,19,5,33.98,33.98,33.08,92.43,93.08,89.16,30,50,60,13.809359999999998,16.11092,19.56326
2013,3,19,6,33.98,33.98,33.08,92.43,88.57,85.43,30,50,60,10.357019999999999,14.960139999999999,18.41248
2013,3,19,7,35.06,35.06,33.08,92.46,92.46,85.43,40,10,50,14.960139999999999,11.5078,18.41248
2013,3,19,8,35.06,35.06,33.98,92.46,89.25,93.08,40,30,60,13.809359999999998,14.960139999999999,24.166379999999997
2013,3,19,9,35.6,35.96,33.98,93.14,93.14,85.49,30,40,50,16.11092,16.11092,14.960139999999999
2013,3,19,10,35.06,35.96,33.08,96.49,92.49,89.16,360,20,30,12.658579999999999,10.357019999999999,12.658579999999999
2013,3,19,11,35.06,33.98,33.98,96.49,88.57,88.57,20,340,330,9.20624,16.11092,9.20624
2013,3,19,12,35.6,35.6,33.08,100,93.14,89.16,360,360,330,12.658579999999999,14.960139999999999,11.5078
